Sprite,Dex#,Species ID,BST,Available to catch?,Name,Form Name,Type 1,Type 2,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,BST,Showdown ID,Sprite URL
=IMAGE(R934),675,PANGORO,495,1,Pangoro,-,Fighting,Dark,95,124,78,69,71,58,495,pangoro,https://play.pokemonshowdown.com/sprites/gen5/pangoro.png
=IMAGE(R935),676,FURFROU,472,1,Furfrou (Natural Form),-,Normal,,75,80,60,65,90,102,472,furfrou,https://play.pokemonshowdown.com/sprites/gen5/furfrou.png
=IMAGE(R936),676,FURFROU,472,1,Furfrou (Heart Trim),Heart Trim,Normal,,75,80,60,65,90,102,472,furfrou-heart,https://play.pokemonshowdown.com/sprites/gen5/furfrou-heart.png
=IMAGE(R937),676,FURFROU,472,1,Furfrou (Star Trim),Star Trim,Normal,,75,80,60,65,90,102,472,furfrou-star,https://play.pokemonshowdown.com/sprites/gen5/furfrou-star.png
=IMAGE(R938),676,FURFROU,472,1,Furfrou (Diamond Trim),Diamond Trim,Normal,,75,80,60,65,90,102,472,furfrou-diamond,https://play.pokemonshowdown.com/sprites/gen5/furfrou-diamond.png
=IMAGE(R939),676,FURFROU,472,1,Furfrou (Debutante Trim),Debutante Trim,Normal,,75,80,60,65,90,102,472,furfrou-debutante,https://play.pokemonshowdown.com/sprites/gen5/furfrou-debutante.png
=IMAGE(R940),676,FURFROU,472,1,Furfrou (Matron Trim),Matron Trim,Normal,,75,80,60,65,90,102,472,furfrou-matron,https://play.pokemonshowdown.com/sprites/gen5/furfrou-matron.png
=IMAGE(R941),676,FURFROU,472,1,Furfrou (Dandy Trim),Dandy Trim,Normal,,75,80,60,65,90,102,472,furfrou-dandy,https://play.pokemonshowdown.com/sprites/gen5/furfrou-dandy.png
=IMAGE(R942),676,FURFROU,472,1,Furfrou (La Reine Trim),La Reine Trim,Normal,,75,80,60,65,90,102,472,furfrou-lareine,https://play.pokemonshowdown.com/sprites/gen5/furfrou-lareine.png
=IMAGE(R943),676,FURFROU,472,1,Furfrou (Kabuki Trim),Kabuki Trim,Normal,,75,80,60,65,90,102,472,furfrou-kabuki,https://play.pokemonshowdown.com/sprites/gen5/furfrou-kabuki.png
=IMAGE(R944),676,FURFROU,472,1,Furfrou (Pharaoh Trim),Pharaoh Trim,Normal,,75,80,60,65,90,102,472,furfrou-pharaoh,https://play.pokemonshowdown.com/sprites/gen5/furfrou-pharaoh.png
=IMAGE(R945),677,ESPURR,355,1,Espurr,-,Psychic,,62,48,54,63,60,68,355,espurr,https://play.pokemonshowdown.com/sprites/gen5/espurr.png
=IMAGE(R946),678,MEOWSTIC,466,1,Meowstic (Male),-,Psychic,,74,48,76,83,81,104,466,meowstic,https://play.pokemonshowdown.com/sprites/gen5/meowstic.png
=IMAGE(R947),678,MEOWSTIC,466,1,Meowstic (Female),Female,Psychic,,74,48,76,83,81,104,466,meowstic-f,https://play.pokemonshowdown.com/sprites/gen5/meowstic-f.png
=IMAGE(R948),678,MEOWSTIC,566,1,Meowstic (Mega Meowstic),Mega Meowstic,Psychic,,74,48,76,143,101,124,566,meowstic-mega,https://play.pokemonshowdown.com/sprites/gen5/meowstic-mega.png
=IMAGE(R949),678,MEOWSTIC,566,1,Meowstic (Form 3),Form 3,Psychic,,74,48,76,143,101,124,566,meowstic-form3,https://play.pokemonshowdown.com/sprites/gen5/meowstic-form3.png
=IMAGE(R950),679,HONEDGE,325,1,Honedge,-,Steel,Ghost,45,80,100,35,37,28,325,honedge,https://play.pokemonshowdown.com/sprites/gen5/honedge.png
=IMAGE(R951),680,DOUBLADE,448,1,Doublade,-,Steel,Ghost,59,110,150,45,49,35,448,doublade,https://play.pokemonshowdown.com/sprites/gen5/doublade.png
=IMAGE(R952),681,AEGISLASH,500,1,Aegislash (Shield Forme),-,Steel,Ghost,60,50,140,50,140,60,500,aegislash,https://play.pokemonshowdown.com/sprites/gen5/aegislash.png
=IMAGE(R953),681,AEGISLASH,500,1,Aegislash (Blade Forme),Blade Forme,Steel,Ghost,60,140,50,140,50,60,500,aegislash-blade,https://play.pokemonshowdown.com/sprites/gen5/aegislash-blade.png
=IMAGE(R954),682,SPRITZEE,341,1,Spritzee,-,Fairy,,78,52,60,63,65,23,341,spritzee,https://play.pokemonshowdown.com/sprites/gen5/spritzee.png
=IMAGE(R955),683,AROMATISSE,462,1,Aromatisse,-,Fairy,,101,72,72,99,89,29,462,aromatisse,https://play.pokemonshowdown.com/sprites/gen5/aromatisse.png
=IMAGE(R956),684,SWIRLIX,341,1,Swirlix,-,Fairy,,62,48,66,59,57,49,341,swirlix,https://play.pokemonshowdown.com/sprites/gen5/swirlix.png
=IMAGE(R957),685,SLURPUFF,480,1,Slurpuff,-,Fairy,,82,80,86,85,75,72,480,slurpuff,https://play.pokemonshowdown.com/sprites/gen5/slurpuff.png
=IMAGE(R958),686,INKAY,288,1,Inkay,-,Dark,Psychic,53,54,53,37,46,45,288,inkay,https://play.pokemonshowdown.com/sprites/gen5/inkay.png
=IMAGE(R959),687,MALAMAR,482,1,Malamar,-,Dark,Psychic,86,92,88,68,75,73,482,malamar,https://play.pokemonshowdown.com/sprites/gen5/malamar.png
=IMAGE(R960),687,MALAMAR,582,1,Malamar (Mega Malamar),Mega Malamar,Dark,Psychic,86,102,88,98,120,88,582,malamar-mega,https://play.pokemonshowdown.com/sprites/gen5/malamar-mega.png
=IMAGE(R961),688,BINACLE,306,1,Binacle,-,Rock,Water,42,52,67,39,56,50,306,binacle,https://play.pokemonshowdown.com/sprites/gen5/binacle.png
=IMAGE(R962),689,BARBARACLE,500,1,Barbaracle,-,Rock,Water,72,105,115,54,86,68,500,barbaracle,https://play.pokemonshowdown.com/sprites/gen5/barbaracle.png
=IMAGE(R963),689,BARBARACLE,600,1,Barbaracle (Mega Barbaracle),Mega Barbaracle,Rock,Fighting,72,140,130,64,106,88,600,barbaracle-mega,https://play.pokemonshowdown.com/sprites/gen5/barbaracle-mega.png
=IMAGE(R964),690,SKRELP,320,1,Skrelp,-,Poison,Water,50,60,60,60,60,30,320,skrelp,https://play.pokemonshowdown.com/sprites/gen5/skrelp.png
=IMAGE(R965),691,DRAGALGE,494,1,Dragalge,-,Poison,Dragon,65,75,90,97,123,44,494,dragalge,https://play.pokemonshowdown.com/sprites/gen5/dragalge.png
=IMAGE(R966),691,DRAGALGE,594,1,Dragalge (Mega Dragalge),Mega Dragalge,Poison,Dragon,65,85,105,132,163,44,594,dragalge-mega,https://play.pokemonshowdown.com/sprites/gen5/dragalge-mega.png
=IMAGE(R967),692,CLAUNCHER,330,1,Clauncher,-,Water,,50,53,62,58,63,44,330,clauncher,https://play.pokemonshowdown.com/sprites/gen5/clauncher.png
=IMAGE(R968),693,CLAWITZER,500,1,Clawitzer,-,Water,,71,73,88,120,89,59,500,clawitzer,https://play.pokemonshowdown.com/sprites/gen5/clawitzer.png
=IMAGE(R969),694,HELIOPTILE,289,1,Helioptile,-,Electric,Normal,44,38,33,61,43,70,289,helioptile,https://play.pokemonshowdown.com/sprites/gen5/helioptile.png
=IMAGE(R970),695,HELIOLISK,481,1,Heliolisk,-,Electric,Normal,62,55,52,109,94,109,481,heliolisk,https://play.pokemonshowdown.com/sprites/gen5/heliolisk.png
=IMAGE(R971),696,TYRUNT,362,1,Tyrunt,-,Rock,Dragon,58,89,77,45,45,48,362,tyrunt,https://play.pokemonshowdown.com/sprites/gen5/tyrunt.png
=IMAGE(R972),697,TYRANTRUM,521,1,Tyrantrum,-,Rock,Dragon,82,121,119,69,59,71,521,tyrantrum,https://play.pokemonshowdown.com/sprites/gen5/tyrantrum.png
=IMAGE(R973),698,AMAURA,362,1,Amaura,-,Rock,Ice,77,59,50,67,63,46,362,amaura,https://play.pokemonshowdown.com/sprites/gen5/amaura.png
=IMAGE(R974),699,AURORUS,521,1,Aurorus,-,Rock,Ice,123,77,72,99,92,58,521,aurorus,https://play.pokemonshowdown.com/sprites/gen5/aurorus.png
=IMAGE(R975),700,SYLVEON,525,1,Sylveon,-,Fairy,,95,65,65,110,130,60,525,sylveon,https://play.pokemonshowdown.com/sprites/gen5/sylveon.png
=IMAGE(R976),701,HAWLUCHA,500,1,Hawlucha,-,Fighting,Flying,78,92,75,74,63,118,500,hawlucha,https://play.pokemonshowdown.com/sprites/gen5/hawlucha.png
=IMAGE(R977),701,HAWLUCHA,600,1,Hawlucha (Mega Hawlucha),Mega Hawlucha,Fighting,Flying,78,137,100,74,93,118,600,hawlucha-mega,https://play.pokemonshowdown.com/sprites/gen5/hawlucha-mega.png
=IMAGE(R978),702,DEDENNE,431,1,Dedenne,-,Electric,Fairy,67,58,57,81,67,101,431,dedenne,https://play.pokemonshowdown.com/sprites/gen5/dedenne.png
=IMAGE(R979),703,CARBINK,500,1,Carbink,-,Rock,Fairy,50,50,150,50,150,50,500,carbink,https://play.pokemonshowdown.com/sprites/gen5/carbink.png
=IMAGE(R980),704,GOOMY,300,1,Goomy,-,Dragon,,45,50,35,55,75,40,300,goomy,https://play.pokemonshowdown.com/sprites/gen5/goomy.png
=IMAGE(R981),705,SLIGGOO,452,1,Sliggoo,-,Dragon,,68,75,53,83,113,60,452,sliggoo,https://play.pokemonshowdown.com/sprites/gen5/sliggoo.png
=IMAGE(R982),705,SLIGGOO,452,1,Sliggoo (Hisuian),Hisuian,Steel,Dragon,58,75,83,83,113,40,452,sliggoo-hisui,https://play.pokemonshowdown.com/sprites/gen5/sliggoo-hisui.png
=IMAGE(R983),706,GOODRA,600,1,Goodra,-,Dragon,,90,100,70,110,150,80,600,goodra,https://play.pokemonshowdown.com/sprites/gen5/goodra.png
=IMAGE(R984),706,GOODRA,600,1,Goodra (Hisuian),Hisuian,Steel,Dragon,80,100,100,110,150,60,600,goodra-hisui,https://play.pokemonshowdown.com/sprites/gen5/goodra-hisui.png
=IMAGE(R985),707,KLEFKI,470,1,Klefki,-,Steel,Fairy,57,80,91,80,87,75,470,klefki,https://play.pokemonshowdown.com/sprites/gen5/klefki.png
=IMAGE(R986),708,PHANTUMP,309,1,Phantump,-,Ghost,Grass,43,70,48,50,60,38,309,phantump,https://play.pokemonshowdown.com/sprites/gen5/phantump.png
=IMAGE(R987),709,TREVENANT,474,1,Trevenant,-,Ghost,Grass,85,110,76,65,82,56,474,trevenant,https://play.pokemonshowdown.com/sprites/gen5/trevenant.png
=IMAGE(R988),710,PUMPKABOO,335,1,Pumpkaboo (Small Size),-,Ghost,Grass,44,66,70,44,55,56,335,pumpkaboo,https://play.pokemonshowdown.com/sprites/gen5/pumpkaboo.png
=IMAGE(R989),710,PUMPKABOO,335,1,Pumpkaboo (Average Size),Average Size,Ghost,Grass,49,66,70,44,55,51,335,pumpkaboo,https://play.pokemonshowdown.com/sprites/gen5/pumpkaboo.png
=IMAGE(R990),710,PUMPKABOO,335,1,Pumpkaboo (Large Size),Large Size,Ghost,Grass,54,66,70,44,55,46,335,pumpkaboo-large,https://play.pokemonshowdown.com/sprites/gen5/pumpkaboo-large.png
=IMAGE(R991),710,PUMPKABOO,335,1,Pumpkaboo (Super Size),Super Size,Ghost,Grass,59,66,70,44,55,41,335,pumpkaboo-super,https://play.pokemonshowdown.com/sprites/gen5/pumpkaboo-super.png
=IMAGE(R992),711,GOURGEIST,494,1,Gourgeist (Small Size),-,Ghost,Grass,55,85,122,58,75,99,494,gourgeist,https://play.pokemonshowdown.com/sprites/gen5/gourgeist.png
=IMAGE(R993),711,GOURGEIST,494,1,Gourgeist (Average Size),Average Size,Ghost,Grass,65,90,122,58,75,84,494,gourgeist,https://play.pokemonshowdown.com/sprites/gen5/gourgeist.png
=IMAGE(R994),711,GOURGEIST,494,1,Gourgeist (Large Size),Large Size,Ghost,Grass,75,95,122,58,75,69,494,gourgeist-large,https://play.pokemonshowdown.com/sprites/gen5/gourgeist-large.png
=IMAGE(R995),711,GOURGEIST,494,1,Gourgeist (Super Size),Super Size,Ghost,Grass,85,100,122,58,75,54,494,gourgeist-super,https://play.pokemonshowdown.com/sprites/gen5/gourgeist-super.png
=IMAGE(R996),712,BERGMITE,304,1,Bergmite,-,Ice,,55,69,85,32,35,28,304,bergmite,https://play.pokemonshowdown.com/sprites/gen5/bergmite.png
=IMAGE(R997),713,AVALUGG,514,1,Avalugg,-,Ice,,95,117,184,44,46,28,514,avalugg,https://play.pokemonshowdown.com/sprites/gen5/avalugg.png
=IMAGE(R998),713,AVALUGG,514,1,Avalugg (Hisuian),Hisuian,Ice,Rock,95,127,184,34,36,38,514,avalugg-hisui,https://play.pokemonshowdown.com/sprites/gen5/avalugg-hisui.png
=IMAGE(R999),714,NOIBAT,245,1,Noibat,-,Flying,Dragon,40,30,35,45,40,55,245,noibat,https://play.pokemonshowdown.com/sprites/gen5/noibat.png
=IMAGE(R1000),715,NOIVERN,535,1,Noivern,-,Flying,Dragon,85,70,80,97,80,123,535,noivern,https://play.pokemonshowdown.com/sprites/gen5/noivern.png
=IMAGE(R1001),716,XERNEAS,680,1,Xerneas (Neutral Mode),-,Fairy,,126,131,95,131,98,99,680,xerneas,https://play.pokemonshowdown.com/sprites/gen5/xerneas.png
=IMAGE(R1002),716,XERNEAS,680,1,Xerneas (Active Mode),Active Mode,Fairy,,126,131,95,131,98,99,680,xerneas-active,https://play.pokemonshowdown.com/sprites/gen5/xerneas-active.png
=IMAGE(R1003),717,YVELTAL,680,1,Yveltal,-,Dark,Flying,126,131,95,131,98,99,680,yveltal,https://play.pokemonshowdown.com/sprites/gen5/yveltal.png
=IMAGE(R1004),718,ZYGARDE,600,1,Zygarde (50% Forme),-,Dragon,Ground,108,100,121,81,95,95,600,zygarde,https://play.pokemonshowdown.com/sprites/gen5/zygarde.png
=IMAGE(R1005),718,ZYGARDE,486,1,Zygarde (10% Forme),10% Forme,Dragon,Ground,54,100,71,61,85,115,486,zygarde-10,https://play.pokemonshowdown.com/sprites/gen5/zygarde-10.png
=IMAGE(R1006),718,ZYGARDE,708,1,Zygarde (Complete Forme),Complete Forme,Dragon,Ground,216,100,121,91,95,85,708,zygarde-complete,https://play.pokemonshowdown.com/sprites/gen5/zygarde-complete.png
=IMAGE(R1007),718,ZYGARDE,708,1,Zygarde (Form 3),Form 3,Dragon,Ground,216,100,121,91,95,85,708,zygarde-form3,https://play.pokemonshowdown.com/sprites/gen5/zygarde-form3.png
=IMAGE(R1008),718,ZYGARDE,778,1,Zygarde (Mega Zygarde),Mega Zygarde,Dragon,Ground,216,70,91,216,85,100,778,zygarde-mega,https://play.pokemonshowdown.com/sprites/gen5/zygarde-mega.png
=IMAGE(R1009),718,ZYGARDE,778,1,Zygarde (Form 5),Form 5,Dragon,Ground,216,70,91,216,85,100,778,zygarde-form5,https://play.pokemonshowdown.com/sprites/gen5/zygarde-form5.png
=IMAGE(R1010),719,DIANCIE,600,1,Diancie,-,Rock,Fairy,50,100,150,100,150,50,600,diancie,https://play.pokemonshowdown.com/sprites/gen5/diancie.png
=IMAGE(R1011),719,DIANCIE,700,1,Diancie (Mega Diancie),Mega Diancie,Rock,Fairy,50,160,110,160,110,110,700,diancie-mega,https://play.pokemonshowdown.com/sprites/gen5/diancie-mega.png
=IMAGE(R1012),720,HOOPA,600,1,Hoopa (Hoopa Confined),-,Psychic,Ghost,80,110,60,150,130,70,600,hoopa,https://play.pokemonshowdown.com/sprites/gen5/hoopa.png
=IMAGE(R1013),720,HOOPA,680,1,Hoopa (Hoopa Unbound),Hoopa Unbound,Psychic,Dark,80,160,60,170,130,80,680,hoopa-unbound,https://play.pokemonshowdown.com/sprites/gen5/hoopa-unbound.png
=IMAGE(R1014),721,VOLCANION,600,1,Volcanion,-,Fire,Water,80,110,120,130,90,70,600,volcanion,https://play.pokemonshowdown.com/sprites/gen5/volcanion.png
=IMAGE(R1015),722,ROWLET,320,1,Rowlet,-,Grass,Flying,68,55,55,50,50,42,320,rowlet,https://play.pokemonshowdown.com/sprites/gen5/rowlet.png
=IMAGE(R1016),723,DARTRIX,420,1,Dartrix,-,Grass,Flying,78,75,75,70,70,52,420,dartrix,https://play.pokemonshowdown.com/sprites/gen5/dartrix.png
=IMAGE(R1017),724,DECIDUEYE,530,1,Decidueye,-,Grass,Ghost,78,107,75,100,100,70,530,decidueye,https://play.pokemonshowdown.com/sprites/gen5/decidueye.png
=IMAGE(R1018),724,DECIDUEYE,530,1,Decidueye (Hisuian),Hisuian,Grass,Fighting,88,112,80,95,95,60,530,decidueye-hisui,https://play.pokemonshowdown.com/sprites/gen5/decidueye-hisui.png
=IMAGE(R1019),725,LITTEN,320,1,Litten,-,Fire,,45,65,40,60,40,70,320,litten,https://play.pokemonshowdown.com/sprites/gen5/litten.png
=IMAGE(R1020),726,TORRACAT,420,1,Torracat,-,Fire,,65,85,50,80,50,90,420,torracat,https://play.pokemonshowdown.com/sprites/gen5/torracat.png
=IMAGE(R1021),727,INCINEROAR,530,1,Incineroar,-,Fire,Dark,95,115,90,80,90,60,530,incineroar,https://play.pokemonshowdown.com/sprites/gen5/incineroar.png
=IMAGE(R1022),728,POPPLIO,320,1,Popplio,-,Water,,50,54,54,66,56,40,320,popplio,https://play.pokemonshowdown.com/sprites/gen5/popplio.png
=IMAGE(R1023),729,BRIONNE,420,1,Brionne,-,Water,,60,69,69,91,81,50,420,brionne,https://play.pokemonshowdown.com/sprites/gen5/brionne.png
=IMAGE(R1024),730,PRIMARINA,530,1,Primarina,-,Water,Fairy,80,74,74,126,116,60,530,primarina,https://play.pokemonshowdown.com/sprites/gen5/primarina.png
=IMAGE(R1025),731,PIKIPEK,265,1,Pikipek,-,Normal,Flying,35,75,30,30,30,65,265,pikipek,https://play.pokemonshowdown.com/sprites/gen5/pikipek.png
=IMAGE(R1026),732,TRUMBEAK,355,1,Trumbeak,-,Normal,Flying,55,85,50,40,50,75,355,trumbeak,https://play.pokemonshowdown.com/sprites/gen5/trumbeak.png
=IMAGE(R1027),733,TOUCANNON,485,1,Toucannon,-,Normal,Flying,80,120,75,75,75,60,485,toucannon,https://play.pokemonshowdown.com/sprites/gen5/toucannon.png
=IMAGE(R1028),734,YUNGOOS,253,1,Yungoos,-,Normal,,48,70,30,30,30,45,253,yungoos,https://play.pokemonshowdown.com/sprites/gen5/yungoos.png
=IMAGE(R1029),735,GUMSHOOS,418,1,Gumshoos,-,Normal,,88,110,60,55,60,45,418,gumshoos,https://play.pokemonshowdown.com/sprites/gen5/gumshoos.png
=IMAGE(R1030),736,GRUBBIN,300,1,Grubbin,-,Bug,,47,62,45,55,45,46,300,grubbin,https://play.pokemonshowdown.com/sprites/gen5/grubbin.png
=IMAGE(R1031),737,CHARJABUG,400,1,Charjabug,-,Bug,Electric,57,82,95,55,75,36,400,charjabug,https://play.pokemonshowdown.com/sprites/gen5/charjabug.png
=IMAGE(R1032),738,VIKAVOLT,500,1,Vikavolt,-,Bug,Electric,77,70,90,145,75,43,500,vikavolt,https://play.pokemonshowdown.com/sprites/gen5/vikavolt.png
=IMAGE(R1033),739,CRABRAWLER,338,1,Crabrawler,-,Fighting,,47,82,57,42,47,63,338,crabrawler,https://play.pokemonshowdown.com/sprites/gen5/crabrawler.png
=IMAGE(R1034),740,CRABOMINABLE,478,1,Crabominable,-,Fighting,Ice,97,132,77,62,67,43,478,crabominable,https://play.pokemonshowdown.com/sprites/gen5/crabominable.png
=IMAGE(R1035),740,CRABOMINABLE,578,1,Crabominable (Mega Crabominable),Mega Crabominable,Fighting,Ice,97,157,122,62,107,33,578,crabominable-mega,https://play.pokemonshowdown.com/sprites/gen5/crabominable-mega.png
=IMAGE(R1036),741,ORICORIO,476,1,Oricorio (Baile Style),-,Fire,Flying,75,70,70,98,70,93,476,oricorio,https://play.pokemonshowdown.com/sprites/gen5/oricorio.png
=IMAGE(R1037),741,ORICORIO,476,1,Oricorio (Pom-Pom Style),Pom-Pom Style,Electric,Flying,75,70,70,98,70,93,476,oricorio-pompom,https://play.pokemonshowdown.com/sprites/gen5/oricorio-pompom.png
=IMAGE(R1038),741,ORICORIO,476,1,Oricorio (Pa'u Style),Pa'u Style,Psychic,Flying,75,70,70,98,70,93,476,oricorio-pau,https://play.pokemonshowdown.com/sprites/gen5/oricorio-pau.png
=IMAGE(R1039),741,ORICORIO,476,1,Oricorio (Sensu Style),Sensu Style,Ghost,Flying,75,70,70,98,70,93,476,oricorio-sensu,https://play.pokemonshowdown.com/sprites/gen5/oricorio-sensu.png
=IMAGE(R1040),742,CUTIEFLY,304,1,Cutiefly,-,Bug,Fairy,40,45,40,55,40,84,304,cutiefly,https://play.pokemonshowdown.com/sprites/gen5/cutiefly.png
=IMAGE(R1041),743,RIBOMBEE,464,1,Ribombee,-,Bug,Fairy,60,55,60,95,70,124,464,ribombee,https://play.pokemonshowdown.com/sprites/gen5/ribombee.png
=IMAGE(R1042),744,ROCKRUFF,280,1,Rockruff,-,Rock,,45,65,40,30,40,60,280,rockruff,https://play.pokemonshowdown.com/sprites/gen5/rockruff.png
=IMAGE(R1043),744,ROCKRUFF,280,1,Rockruff (Form 2),Form 2,Rock,,45,65,40,30,40,60,280,rockruff-form2,https://play.pokemonshowdown.com/sprites/gen5/rockruff-form2.png
=IMAGE(R1044),745,LYCANROC,487,1,Lycanroc (Midday Form),-,Rock,,75,115,65,55,65,112,487,lycanroc,https://play.pokemonshowdown.com/sprites/gen5/lycanroc.png
=IMAGE(R1045),745,LYCANROC,487,1,Lycanroc (Midnight Form),Midnight Form,Rock,,85,115,75,55,75,82,487,lycanroc-midnight,https://play.pokemonshowdown.com/sprites/gen5/lycanroc-midnight.png
=IMAGE(R1046),745,LYCANROC,487,1,Lycanroc (Dusk Form),Dusk Form,Rock,,75,117,65,55,65,110,487,lycanroc-dusk,https://play.pokemonshowdown.com/sprites/gen5/lycanroc-dusk.png
=IMAGE(R1047),746,WISHIWASHI,175,1,Wishiwashi (Solo Form),-,Water,,45,20,20,25,25,40,175,wishiwashi,https://play.pokemonshowdown.com/sprites/gen5/wishiwashi.png
=IMAGE(R1048),746,WISHIWASHI,620,1,Wishiwashi (School Form),School Form,Water,,45,140,130,140,135,30,620,wishiwashi-school,https://play.pokemonshowdown.com/sprites/gen5/wishiwashi-school.png
=IMAGE(R1049),747,MAREANIE,305,1,Mareanie,-,Poison,Water,50,53,62,43,52,45,305,mareanie,https://play.pokemonshowdown.com/sprites/gen5/mareanie.png
=IMAGE(R1050),748,TOXAPEX,495,1,Toxapex,-,Poison,Water,50,63,152,53,142,35,495,toxapex,https://play.pokemonshowdown.com/sprites/gen5/toxapex.png
=IMAGE(R1051),749,MUDBRAY,385,1,Mudbray,-,Ground,,70,100,70,45,55,45,385,mudbray,https://play.pokemonshowdown.com/sprites/gen5/mudbray.png
=IMAGE(R1052),750,MUDSDALE,500,1,Mudsdale,-,Ground,,100,125,100,55,85,35,500,mudsdale,https://play.pokemonshowdown.com/sprites/gen5/mudsdale.png
=IMAGE(R1053),751,DEWPIDER,269,1,Dewpider,-,Water,Bug,38,40,52,40,72,27,269,dewpider,https://play.pokemonshowdown.com/sprites/gen5/dewpider.png
=IMAGE(R1054),752,ARAQUANID,454,1,Araquanid,-,Water,Bug,68,70,92,50,132,42,454,araquanid,https://play.pokemonshowdown.com/sprites/gen5/araquanid.png
=IMAGE(R1055),753,FOMANTIS,250,1,Fomantis,-,Grass,,40,55,35,50,35,35,250,fomantis,https://play.pokemonshowdown.com/sprites/gen5/fomantis.png
=IMAGE(R1056),754,LURANTIS,480,1,Lurantis,-,Grass,,70,105,90,80,90,45,480,lurantis,https://play.pokemonshowdown.com/sprites/gen5/lurantis.png
=IMAGE(R1057),755,MORELULL,285,1,Morelull,-,Grass,Fairy,40,35,55,65,75,15,285,morelull,https://play.pokemonshowdown.com/sprites/gen5/morelull.png
=IMAGE(R1058),756,SHIINOTIC,405,1,Shiinotic,-,Grass,Fairy,60,45,80,90,100,30,405,shiinotic,https://play.pokemonshowdown.com/sprites/gen5/shiinotic.png
=IMAGE(R1059),757,SALANDIT,320,1,Salandit,-,Poison,Fire,48,44,40,71,40,77,320,salandit,https://play.pokemonshowdown.com/sprites/gen5/salandit.png
=IMAGE(R1060),758,SALAZZLE,480,1,Salazzle,-,Poison,Fire,68,64,60,111,60,117,480,salazzle,https://play.pokemonshowdown.com/sprites/gen5/salazzle.png
=IMAGE(R1061),759,STUFFUL,340,1,Stufful,-,Normal,Fighting,70,75,50,45,50,50,340,stufful,https://play.pokemonshowdown.com/sprites/gen5/stufful.png
=IMAGE(R1062),760,BEWEAR,500,1,Bewear,-,Normal,Fighting,120,125,80,55,60,60,500,bewear,https://play.pokemonshowdown.com/sprites/gen5/bewear.png
=IMAGE(R1063),761,BOUNSWEET,210,1,Bounsweet,-,Grass,,42,30,38,30,38,32,210,bounsweet,https://play.pokemonshowdown.com/sprites/gen5/bounsweet.png
=IMAGE(R1064),762,STEENEE,290,1,Steenee,-,Grass,,52,40,48,40,48,62,290,steenee,https://play.pokemonshowdown.com/sprites/gen5/steenee.png
=IMAGE(R1065),763,TSAREENA,510,1,Tsareena,-,Grass,,72,120,98,50,98,72,510,tsareena,https://play.pokemonshowdown.com/sprites/gen5/tsareena.png
=IMAGE(R1066),764,COMFEY,485,1,Comfey,-,Fairy,,51,52,90,82,110,100,485,comfey,https://play.pokemonshowdown.com/sprites/gen5/comfey.png
=IMAGE(R1067),765,ORANGURU,490,1,Oranguru,-,Normal,Psychic,90,60,80,90,110,60,490,oranguru,https://play.pokemonshowdown.com/sprites/gen5/oranguru.png
=IMAGE(R1068),766,PASSIMIAN,490,1,Passimian,-,Fighting,,100,120,90,40,60,80,490,passimian,https://play.pokemonshowdown.com/sprites/gen5/passimian.png
=IMAGE(R1069),767,WIMPOD,230,1,Wimpod,-,Bug,Water,25,35,40,20,30,80,230,wimpod,https://play.pokemonshowdown.com/sprites/gen5/wimpod.png
=IMAGE(R1070),768,GOLISOPOD,530,1,Golisopod,-,Bug,Water,75,125,140,60,90,40,530,golisopod,https://play.pokemonshowdown.com/sprites/gen5/golisopod.png
=IMAGE(R1071),768,GOLISOPOD,630,1,Golisopod (Mega Golisopod),Mega Golisopod,Bug,Steel,75,150,175,70,120,40,630,golisopod-mega,https://play.pokemonshowdown.com/sprites/gen5/golisopod-mega.png
